bacteria
0-100
Protein Id	Score	Localization	Gene Ontology Terms
tr|T2K755|T2K755_SALTM	15	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9J4|T2K9J4_SALTM	12	secreted	extracellular region GO:0005576(IEA);
tr|T2KAG4|T2KAG4_SALTM	98	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7A9|T2K7A9_SALTM	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K488|T2K488_SALTM	16	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAW0|T2KAW0_SALTM	7	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9M2|T2K9M2_SALTM	86	cytoplasm	cytoplasm GO:0005737(IEA); mismatch repair complex GO:0032300(IGI);
tr|T2K366|T2K366_SALTM	96	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K3V4|T2K3V4_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3P6|T2K3P6_SALTM	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7T4|T2K7T4_SALTM	35	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K504|T2K504_SALTM	28	secreted	extracellular region GO:0005576(IEA); outer membrane GO:0019867(IEA);
tr|T2K4A6|T2K4A6_SALTM	92	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDX0|T2KDX0_SALTM	13	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4X8|T2K4X8_SALTM	95	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDR2|T2KDR2_SALTM	96	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K349|T2K349_SALTM	91	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K326|T2K326_SALTM	85	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K5Q5|T2K5Q5_SALTM	26	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KB76|T2KB76_SALTM	5	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K3L4|T2K3L4_SALTM	94	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K2Z0|T2K2Z0_SALTM	26	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8S0|T2K8S0_SALTM	19	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K5P9|T2K5P9_SALTM	21	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KD20|T2KD20_SALTM	88	inner membrane	Gram-negative-bacterium-type cell wall GO:0009276(IEA); integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2KBU4|T2KBU4_SALTM	92	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|T2KCB3|T2KCB3_SALTM	94	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBI4|T2KBI4_SALTM	23	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2K2A6|T2K2A6_SALTM	27	outer membrane	cell outer membrane GO:0009279(IEA); plasma membrane GO:0005886(IEA); pore complex GO:0046930(IEA);
tr|T2K5Y6|T2K5Y6_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4E9|T2K4E9_SALTM	94	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2K2K3|T2K2K3_SALTM	79	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2KBV7|T2KBV7_SALTM	7	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K5X8|T2K5X8_SALTM	83	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K7H4|T2K7H4_SALTM	85	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KFD4|T2KFD4_SALTM	87	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K686|T2K686_SALTM	15	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K269|T2K269_SALTM	6	cytoplasm	cytoplasm GO:0005737(IEA); cytoskeleton GO:0005856(IEA);
tr|T2KB04|T2KB04_SALTM	18	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBH9|T2KBH9_SALTM	21	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KBY7|T2KBY7_SALTM	88	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KE42|T2KE42_SALTM	68	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K4Y4|T2K4Y4_SALTM	11	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K245|T2K245_SALTM	99	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6X3|T2K6X3_SALTM	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KD76|T2KD76_SALTM	89	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K5D8|T2K5D8_SALTM	94	periplasm	membrane GO:0016020(IEA); outer membrane-bounded periplasmic space GO:0030288(IDA);
tr|T2KBG4|T2KBG4_SALTM	15	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBK1|T2KBK1_SALTM	97	cytoplasm	cytoplasm GO:0005737(IEA); preribosome GO:0030684(IDA);
tr|T2KCR1|T2KCR1_SALTM	13	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDQ4|T2KDQ4_SALTM	93	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KDN1|T2KDN1_SALTM	20	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAI8|T2KAI8_SALTM	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KD53|T2KD53_SALTM	7	periplasm	membrane GO:0016020(IDA); periplasmic space GO:0042597(IEA);
tr|T2KDC2|T2KDC2_SALTM	14	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K860|T2K860_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KE92|T2KE92_SALTM	2	cytoplasm	cytoplasm GO:0005737(IEA); integral to membrane GO:0016021(IEA);
tr|T2K3R8|T2K3R8_SALTM	89	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K4Z4|T2K4Z4_SALTM	5	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|T2KF41|T2KF41_SALTM	88	periplasm	membrane GO:0016020(IEA); outer membrane-bounded periplasmic space GO:0030288(IDA);
tr|T2KCF5|T2KCF5_SALTM	93	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2K730|T2K730_SALTM	36	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KC78|T2KC78_SALTM	11	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K2C0|T2K2C0_SALTM	31	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KB95|T2KB95_SALTM	34	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K7N4|T2K7N4_SALTM	16	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K8D5|T2K8D5_SALTM	82	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3H1|T2K3H1_SALTM	21	inner membrane	cytochrome complex GO:0070069(IDA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|T2K2E5|T2K2E5_SALTM	17	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K434|T2K434_SALTM	86	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|T2K995|T2K995_SALTM	22	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KAX2|T2KAX2_SALTM	35	periplasm	ferredoxin hydrogenase complex GO:0009375(IEA); periplasmic space GO:0042597(IEA);
tr|T2KDM5|T2KDM5_SALTM	14	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4U2|T2K4U2_SALTM	18	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2K6E2|T2K6E2_SALTM	28	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K892|T2K892_SALTM	95	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBU6|T2KBU6_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBV8|T2KBV8_SALTM	19	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9W5|T2K9W5_SALTM	97	cytoplasm	cytosol GO:0005829(IDA);
tr|T2K743|T2K743_SALTM	92	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K753|T2K753_SALTM	67	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3N2|T2K3N2_SALTM	29	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K3F1|T2K3F1_SALTM	14	inner membrane	integral to membrane GO:0016021(IEA); membrane GO:0016020(IDA); plasma membrane GO:0005886(IEA);
tr|T2KCN2|T2KCN2_SALTM	95	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KFR8|T2KFR8_SALTM	10	cytoplasm	cytosol GO:0005829(IDA);
tr|T2KAY1|T2KAY1_SALTM	96	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2KD56|T2KD56_SALTM	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDY8|T2KDY8_SALTM	21	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KC24|T2KC24_SALTM	9	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KEC0|T2KEC0_SALTM	20	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9I8|T2K9I8_SALTM	7	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K913|T2K913_SALTM	15	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K5C5|T2K5C5_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDA1|T2KDA1_SALTM	99	cytoplasm	cytosol GO:0005829(IDA);
tr|T2KDF3|T2KDF3_SALTM	95	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K726|T2K726_SALTM	14	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K7H9|T2K7H9_SALTM	19	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KEC6|T2KEC6_SALTM	72	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K7X9|T2K7X9_SALTM	8	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K386|T2K386_SALTM	26	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4F3|T2K4F3_SALTM	15	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K2N4|T2K2N4_SALTM	99	cytoplasm	cytosol GO:0005829(IDA); membrane GO:0016020(IDA);
tr|T2KDT8|T2KDT8_SALTM	90	periplasm	periplasmic space GO:0042597(IMP);
tr|T2K469|T2K469_SALTM	94	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDA3|T2KDA3_SALTM	97	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K265|T2K265_SALTM	25	fimbrium	pilus GO:0009289(IEA);
tr|T2K8L6|T2K8L6_SALTM	24	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|T2KF56|T2KF56_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAJ4|T2KAJ4_SALTM	84	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4M8|T2K4M8_SALTM	94	inner membrane	integral to plasma membrane GO:0005887(TAS);
tr|T2K6A7|T2K6A7_SALTM	100	secreted	cell surface GO:0009986(IDA); extracellular region GO:0005576(IEA);
tr|T2K2Q2|T2K2Q2_SALTM	94	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KET6|T2KET6_SALTM	15	cytoplasm	cytosol GO:0005829(IDA);
tr|T2KD46|T2KD46_SALTM	84	inner membrane	integral to membrane GO:0016021(IEA); membrane GO:0016020(IDA); plasma membrane GO:0005886(IEA);
tr|T2KCG6|T2KCG6_SALTM	24	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCV5|T2KCV5_SALTM	32	cytoplasm	cytoplasm GO:0005737(IEA); membrane GO:0016020(IEA);
tr|T2KA32|T2KA32_SALTM	96	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KCD0|T2KCD0_SALTM	88	inner membrane	integral to membrane GO:0016021(IDA); integral to plasma membrane GO:0005887(IEA);
tr|T2K4E3|T2K4E3_SALTM	20	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KA07|T2KA07_SALTM	80	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2KEV7|T2KEV7_SALTM	89	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K256|T2K256_SALTM	22	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8I3|T2K8I3_SALTM	90	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3Y4|T2K3Y4_SALTM	94	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K4J9|T2K4J9_SALTM	53	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IDA);
tr|T2K7V7|T2K7V7_SALTM	13	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4W8|T2K4W8_SALTM	20	secreted	cell wall GO:0005618(IEA); extracellular region GO:0005576(IEA);
tr|T2K5P0|T2K5P0_SALTM	15	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDT9|T2KDT9_SALTM	14	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8Q2|T2K8Q2_SALTM	8	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KD95|T2KD95_SALTM	82	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|T2KEK3|T2KEK3_SALTM	6	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9J0|T2K9J0_SALTM	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6U9|T2K6U9_SALTM	20	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K2Y1|T2K2Y1_SALTM	21	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K5W8|T2K5W8_SALTM	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KBT5|T2KBT5_SALTM	91	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K5P8|T2K5P8_SALTM	93	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K302|T2K302_SALTM	11	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCS8|T2KCS8_SALTM	82	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KC07|T2KC07_SALTM	89	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBJ4|T2KBJ4_SALTM	19	cytoplasm	signal recognition particle, endoplasmic reticulum targeting GO:0005786(IEA);
tr|T2KAL9|T2KAL9_SALTM	28	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KD28|T2KD28_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3L7|T2K3L7_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBR8|T2KBR8_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K2K2|T2K2K2_SALTM	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K5C0|T2K5C0_SALTM	80	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K563|T2K563_SALTM	24	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2KEN7|T2KEN7_SALTM	78	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3N1|T2K3N1_SALTM	22	cytoplasm	cytoplasm GO:0005737(IEA); riboflavin synthase complex GO:0009349(IEA);
tr|T2K589|T2K589_SALTM	15	secreted	extracellular region GO:0005576(IEA);
tr|T2K453|T2K453_SALTM	98	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCF9|T2KCF9_SALTM	95	cytoplasm	cytosol GO:0005829(IDA);
tr|T2K6W0|T2K6W0_SALTM	82	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3C5|T2K3C5_SALTM	94	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3K1|T2K3K1_SALTM	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6Q3|T2K6Q3_SALTM	46	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KEP8|T2KEP8_SALTM	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K5A0|T2K5A0_SALTM	76	outer membrane	cell outer membrane GO:0009279(IEA); membrane GO:0016020(IDA); plasma membrane GO:0005886(IEA); pore complex GO:0046930(IEA);
tr|T2K4W3|T2K4W3_SALTM	79	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K4U8|T2K4U8_SALTM	17	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KC61|T2KC61_SALTM	91	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8Y6|T2K8Y6_SALTM	95	inner membrane	integral to plasma membrane GO:0005887(IDA); plasma membrane respiratory chain complex I GO:0045272(IDA);
tr|T2KCT5|T2KCT5_SALTM	87	periplasm	integral to external side of plasma membrane GO:0071575(ISA); periplasmic space GO:0042597(IDA);
tr|T2KEN1|T2KEN1_SALTM	9	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2KDB9|T2KDB9_SALTM	91	cytoplasm	cytoplasm GO:0005737(IC);
tr|T2K5B5|T2K5B5_SALTM	93	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KEW3|T2KEW3_SALTM	82	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K4X6|T2K4X6_SALTM	47	secreted	extracellular region GO:0005576(IEA);
tr|T2KDF2|T2KDF2_SALTM	100	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KEX1|T2KEX1_SALTM	10	cytoplasm	tricarboxylic acid cycle enzyme complex GO:0045239(IEA);
tr|T2KBN9|T2KBN9_SALTM	94	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K5S2|T2K5S2_SALTM	89	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K2X2|T2K2X2_SALTM	67	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|T2KC49|T2KC49_SALTM	18	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KFE7|T2KFE7_SALTM	95	inner membrane	integral to external side of plasma membrane GO:0071575(IDA);
tr|T2KC09|T2KC09_SALTM	20	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KDY0|T2KDY0_SALTM	43	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K2M6|T2K2M6_SALTM	10	fimbrium	pilus GO:0009289(IEA);
tr|T2K6L1|T2K6L1_SALTM	12	cytoplasm	cytosol GO:0005829(IDA);
tr|T2K9L7|T2K9L7_SALTM	97	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9D3|T2K9D3_SALTM	7	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K4K4|T2K4K4_SALTM	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCE8|T2KCE8_SALTM	65	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K5V6|T2K5V6_SALTM	85	periplasm	cytoplasm GO:0005737(IDA); periplasmic space GO:0042597(IEA);
tr|T2KDM6|T2KDM6_SALTM	85	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KF19|T2KF19_SALTM	23	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4N8|T2K4N8_SALTM	82	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KD08|T2KD08_SALTM	90	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDS7|T2KDS7_SALTM	96	inner membrane	ATP-binding cassette (ABC) transporter complex GO:0043190(IDA); integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K4G4|T2K4G4_SALTM	92	periplasm	periplasmic space GO:0042597(IDA);
tr|T2K7E5|T2K7E5_SALTM	90	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KCJ5|T2KCJ5_SALTM	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8W5|T2K8W5_SALTM	92	cytoplasm	ribosome GO:0005840(IEA);
tr|T2KC51|T2KC51_SALTM	16	cytoplasm	cytosol GO:0005829(IDA);
tr|T2K7R3|T2K7R3_SALTM	81	inner membrane	ATP-binding cassette (ABC) transporter complex GO:0043190(IMP); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KCK4|T2KCK4_SALTM	9	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KEB8|T2KEB8_SALTM	73	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KCQ7|T2KCQ7_SALTM	91	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KE72|T2KE72_SALTM	15	periplasm	membrane GO:0016020(IEA); outer membrane-bounded periplasmic space GO:0030288(IDA);
tr|T2K5E5|T2K5E5_SALTM	13	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3Y6|T2K3Y6_SALTM	17	fimbrium	pilus GO:0009289(IEA);
tr|T2KF01|T2KF01_SALTM	27	secreted	cell wall GO:0005618(IDA); extracellular region GO:0005576(IEA); plasma membrane GO:0005886(IDA);
tr|T2KAP3|T2KAP3_SALTM	33	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KE51|T2KE51_SALTM	19	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7X6|T2K7X6_SALTM	98	inner membrane	integral to plasma membrane GO:0005887(IDA); plasma membrane respiratory chain complex I GO:0045272(IDA);
tr|T2K517|T2K517_SALTM	93	cytoplasm	condensin complex GO:0000796(IDA); cytoplasm GO:0005737(IEA); nucleoid GO:0009295(IEA);
tr|T2K5I8|T2K5I8_SALTM	91	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K404|T2K404_SALTM	7	cytoplasm	cytosol GO:0005829(IDA);
tr|T2K2Y3|T2K2Y3_SALTM	30	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9U7|T2K9U7_SALTM	13	secreted	cell wall GO:0005618(IEA); extracellular region GO:0005576(IEA);
tr|T2KAQ3|T2KAQ3_SALTM	22	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K5I7|T2K5I7_SALTM	40	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4G2|T2K4G2_SALTM	17	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBT9|T2KBT9_SALTM	5	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2K8W3|T2K8W3_SALTM	92	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IDA);
tr|T2KDS3|T2KDS3_SALTM	15	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KBC6|T2KBC6_SALTM	21	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4C2|T2K4C2_SALTM	86	inner membrane	integral to plasma membrane GO:0005887(IEA);
tr|T2K9R5|T2K9R5_SALTM	22	fimbrium	pilus GO:0009289(IEA);
tr|T2K573|T2K573_SALTM	92	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K590|T2K590_SALTM	7	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K663|T2K663_SALTM	29	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBY1|T2KBY1_SALTM	25	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCF2|T2KCF2_SALTM	13	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7U3|T2K7U3_SALTM	100	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K425|T2K425_SALTM	24	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K503|T2K503_SALTM	82	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KA66|T2KA66_SALTM	19	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDR6|T2KDR6_SALTM	44	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K2V2|T2K2V2_SALTM	15	secreted	cytoplasm GO:0005737(IDA); extracellular region GO:0005576(IEA);
tr|T2KBA0|T2KBA0_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KFI1|T2KFI1_SALTM	15	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K2W6|T2K2W6_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KD77|T2KD77_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7W3|T2K7W3_SALTM	94	cytoplasm	cytoplasm GO:0005737(IEA); excinuclease repair complex GO:0009380(IEA);
tr|T2K4Q0|T2K4Q0_SALTM	92	inner membrane	cytochrome o ubiquinol oxidase complex GO:0009319(IDA); plasma membrane GO:0005886(IEA);
tr|T2K4N7|T2K4N7_SALTM	8	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2KDQ5|T2KDQ5_SALTM	87	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
